marca,codigo_interno,codigo_fabrica,nombre,stock
DANLY,1126,.305,.305,0
DANLY,1135,S36.010.025,S36.010.025,0
DANLY,1136,.032,.032,0
DANLY,1137,.038,.038,0
DANLY,1138,.044,.044,0
DANLY,1139,.051,.051,0
DANLY,1140,.064,.064,0
DANLY,1141,.076,.076,0
DANLY,1142,.305,.305,0
DANLY,1150,S36.012.025,S36.012.025,0
DANLY,1151,.032,.032,0
DANLY,1152,.038,.038,0
DANLY,1153,.044,.044,0
DANLY,1154,S36.012.051,S36.012.051,0
DANLY,1155,.064,.064,0
DANLY,1156,.076,.076,0
DANLY,1157,.089,.089,0
DANLY,1158,.305,.305,0
DANLY,1165,S36.016.025,S36.016.025,0
DANLY,1166,.032,.032,0
DANLY,1167,.038,.038,0
DANLY,1168,.044,.044,0
DANLY,1169,.051,.051,0
DANLY,1170,.064,.064,0
DANLY,1171,.076,.076,0
DANLY,1172,.089,.089,0
DANLY,1173,.102,.102,0
DANLY,1174,.305,.305,0
DANLY,1180,S36.020.025,S36.020.025,0
DANLY,1181,.032,.032,0
DANLY,1182,.038,.038,0
DANLY,1183,.044,.044,0
DANLY,1184,.051,.051,0
DANLY,1185,.064,.064,0
DANLY,1186,.076,.076,0
DANLY,1187,.089,.089,0
DANLY,1188,.102,.102,0
DANLY,1189,.115,.115,0
DANLY,1190,.127,.127,0
DANLY,1191,.140,.140,0
DANLY,1192,.152,.152,0
DANLY,1193,.305,.305,0
DANLY,1200,S36.025.032,S36.025.032,0
DANLY,1201,.038,.038,0
DANLY,1202,.044,.044,0
DANLY,1203,.051,.051,0
DANLY,1204,.064,.064,0
DANLY,1205,.076,.076,0
DANLY,1206,.089,.089,0
DANLY,1207,.102,.102,0
DANLY,1208,.115,.115,0
DANLY,1209,S36.025.127,S36.025.127,0
DANLY,1210,.140,.140,0
DANLY,1211,.152,.152,0
DANLY,1212,.178,.178,0
DANLY,1213,.203,.203,0
DANLY,1214,.305,.305,0
DANLY,1220,S36.032.038,S36.032.038,0
DANLY,1221,.044,.044,0
DANLY,1222,.051,.051,0
DANLY,1223,.064,.064,0
DANLY,1224,.076,.076,0
DANLY,1225,.089,.089,0
DANLY,1226,.102,.102,0
DANLY,1227,.115,.115,0
DANLY,1228,.127,.127,0
DANLY,1229,S36.032.140,S36.032.140,0
DANLY,1230,.152,.152,0
DANLY,1231,.178,.178,0
DANLY,1232,.203,.203,0
DANLY,1233,.254,.254,0
DANLY,1234,.305,.305,0
DANLY,1240,S36.040.051,S36.040.051,0
DANLY,1241,.064,.064,0
DANLY,1242,.076,.076,0
DANLY,1243,.089,.089,0
DANLY,1244,.102,.102,0
DANLY,1245,.115,.115,0
DANLY,1246,.127,.127,0
DANLY,1247,.140,.140,0
DANLY,1248,.152,.152,0
DANLY,1249,.178,.178,0
DANLY,1250,.203,.203,0
DANLY,1251,.254,.254,0
DANLY,1252,.305,.305,0
DANLY,1260,S36.050.064,S36.050.064,0
DANLY,1261,.076,.076,0
DANLY,1262,.089,.089,0
DANLY,1263,S36.050.102,S36.050.102,0
DANLY,1264,.115,.115,0
DANLY,1265,.127,.127,0
DANLY,1266,.140,.140,0
DANLY,1267,.152,.152,0
DANLY,1268,.178,.178,0
DANLY,1269,.203,.203,0
DANLY,1270,.254,.254,0
DANLY,1271,.305,.305,0
MENLO,2300,D810.04181,"1,00",0
MENLO,2305,D810.04186,"1,25",0
MENLO,2310,D810.04191,"1,50",0
MENLO,2315,D810.04196,"1,75",0
MENLO,2321,D810.04201,"2,00",0
MENLO,2326,D810.04206,"2,25",0
MENLO,2331,D810.04211,"2,50",0
MENLO,2334,D810.04214,"2,75",0
MENLO,2337,D810.04217,"3,00",0
MENLO,2340,D810.04220,"3,25",0
MENLO,2343,D810.04223,"3,50",0
MENLO,2346,D810.04226,"3,75",0
MENLO,2349,D810.04229,"4,00",0
MENLO,2352,D810.04232,"4,25",0
MENLO,2355,D810.04235,"4,50",0
MENLO,2358,D810.04238,"4,75",0
MENLO,2361,D810.04241,"5,00",0
MENLO,2364,D810.04244,"5,25",0
MENLO,2367,D810.04247,"5,50",0
MENLO,2370,D810.04250,"5,75",0
MENLO,2372,D810.04253,"6,00",0
MENLO,2375,D810.04256,"6,25",0
MENLO,2378,D810.04259,"6,50",0
MENLO,2381,D810.04262,"6,75",0
MENLO,2384,D810.04265,"7,00",0
MENLO,2387,D810.04268,"7,25",0
MENLO,2388,D810.04271,"7,50",0
MENLO,2389,D810.04274,"7,75",0
MENLO,2392,D810.04277,"8,00",0
MENLO,2395,D810.04280,"8,25",0
MENLO,2398,D810.04283,"8,50",0
MENLO,2285,D810.04286,"8,75",0
MENLO,2401,D810.04289,"9,00",0
MENLO,2404,D810.04292,"9,25",0
MENLO,2405,D810.04295,"9,50",0
MENLO,2408,D810.04298,"9,75",0
MENLO,2411,D810.04301,"10,00",0
MENLO,2414,D810.04304,"10,25",0
MENLO,2417,D810.04307,"10,50",0
MENLO,2420,D810.04310,"10,75",0
MENLO,2423,D810.04313,"11,00",0
MENLO,2426,D810.04316,"11,25",0
MENLO,2429,D810.04319,"11,50",0
MENLO,2432,D810.04322,"11,75",0
MENLO,2435,D810.04325,"12,00",0
MENLO,2436,D810.04328,"12,25",0
MENLO,2437,D810.04331,"12,50",0
MENLO,2438,D810.04332,"12,60",0
MENLO,2440,D810.04334,"13,00",0
MENLO,2441,D810.04335,"13,50",0
MENLO,2442,D810.04336,"14,00",0
MENLO,2443,D810.04337,"14,50",0
MENLO,2444,D810.04338,"15,00",0
MENLO,2445,D810.04339,"15,50",0
MENLO,2446,D810.04340,"16,00",0
MENLO,2447,D810.04341,"16,50",0
MENLO,2448,D810.04342,"17,00",0
MENLO,2449,D810.04343,"17,50",0
MENLO,2450,D810.04344,"18,00",0
MENLO,2451,D810.04345,"18,50",0
MENLO,2452,D810.04346,"19,00",0
MENLO,2453,D810.04347,"19,50",0
MENLO,2454,D810.04348,"20,00",0
MENLO,2460,C830.04811,"1,25",0
MENLO,2461,C830.04812,"1,60",0
MENLO,2462,C830.04813,"2,00",0
MENLO,2463,C830.04814,"2,50",0
MENLO,2464,C830.04815,"3,15",0
MENLO,2465,C830.04816,"4,00",0
MENLO,2466,C830.04817,"5,00",0
MENLO,2467,C830.04818,"6,30",0
MENLO,2500,R900 06350,"3,00",0
MENLO,2501,R900 06367,"4,00",0
MENLO,2502,R900 06387,"5,00",0
MENLO,2503,R900 06407,"6,00",0
MENLO,2504,R900 06415,"7,00",0
MENLO,2505,R900 06417,"8,00",0
MENLO,2506,R900 06419,"9,00",0
MENLO,2507,R900 06421,"10,00",0
MENLO,2508,R900 06423,"11,00",0
MENLO,2509,R900 06425,"12,00",0
MENLO,2984,M852.28001,"1,00",0
MENLO,2985,M800.02481,"1,50",0
MENLO,2986,M800.02482,"2,00",0
MENLO,2987,M800.02483,"2,50",0
MENLO,2988,M800.02484,"3,00",0
MENLO,2989,M800.02485,"3,50",0
MENLO,2990,M800.02486,"4,00",0
MENLO,2991,M800.34480,"4,50",0
MENLO,2992,M800.34481,"5,00",0
MENLO,2993,M800.02489,"6,00",0
MENLO,2994,M800.02479,"7,00",0
MENLO,2995,M800.02491,"8,00",0
MENLO,2996,M800.02480,"9,00",0
MENLO,2997,M800.02493,"10,00",0
MENLO,2998,.02494,"11,00",0
MENLO,2999,M800.02495,"12,00",0
MENLO,3000,M800.34443,"14,00",0
MENLO,3001,M800.02497,"16,00",0
MENLO,3002,M800.02498,"18,00",0
MENLO,3003,M800.02499,"20,00",0
MENLO,3004,M800.02500,"22,00",0
MENLO,3005,M800.02501,"25,00",0
MENLO,3009,M854.28003,"1,00",0
MENLO,3010,M850.02511,"1,50",0
MENLO,3011,M850.02512,"2,00",0
MENLO,3012,M850.02513,"2,50",0
MENLO,3013,M850.02514,"3,00",0
MENLO,3014,M850.02515,"3,50",0
MENLO,3015,M850.02516,"4,00",0
MENLO,3016,M85031478,"4,50",0
MENLO,3017,M85031479,"5,00",0
MENLO,3018,M850.02519,"6,00",0
MENLO,3019,M85002509,"7,00",0
MENLO,3020,M850.02521,"8,00",0
MENLO,3021,M850.02510,"9,00",0
MENLO,3022,M850.02523,"10,00",0
MENLO,3024,M850.02525,"12,00",0
MENLO,3025,M85034445,"14,00",0
MENLO,3026,M850.02527,"16,00",0
MENLO,3027,M850.02528,"18,00",0
MENLO,3028,M850.02529,"20,00",0
MENLO,3029,M850.02530,"22,00",0
MENLO,3030,M850.02531,"25,00",0
MENLO,2650,M257.34491,"8,00",0
MENLO,2651,M257.30086,"10,00",0
MENLO,2652,M257.30089,"12,00",0
MENLO,2653,M257.30092,"16,00",0
MENLO,2654,34498,"18,00",0
MENLO,2655,M257.30095,"20,00",0
MENLO,2656,34502,"25,00",0
MENLO,2939,M854R.28103,"1,00",0
MENLO,2940,M850R.02631,"1,50",0
MENLO,2941,M850R.02632,"2,00",0
MENLO,2942,M850R.02633,"2,50",0
MENLO,2943,M850R.02634,"3,00",0
MENLO,2944,M850R.02635,"3,50",0
MENLO,2945,M850R.02636,"4,00",0
MENLO,2946,M850R.32648,"4,50",0
MENLO,2947,M850R.32649,"5,00",0
MENLO,2948,M850R.02639,"6,00",0
MENLO,2949,M850R.02652,"7,00",0
MENLO,2950,M850R.02641,"8,00",0
MENLO,2951,M850R.02653,"9,00",0
MENLO,2952,M850R.02643,"10,00",0
MENLO,2953,.02644,"11,00",0
MENLO,2954,M850R.02645,"12,00",0
MENLO,2955,M850R.34567,"14,00",0
MENLO,2956,M850R.02647,"16,00",0
MENLO,2957,M850R.02648,"18,00",0
MENLO,2958,M850R.02649,"20,00",0
MENLO,2959,M850R.02650,"22,00",0
MENLO,2960,M850R.02651,"25,00",0
MENLO,3435,G100.80024,.3-75,0
MENLO,3437,G100.80027,.4-75,0
MENLO,3439,G100.80030,.5-76,0
MENLO,3441,G100.80033,.6-75,0
MENLO,3445,G100.80036,.8-75,0
MENLO,3447,G100.80049,.10-75,0
MENLO,3449,G100.80040,.12-75,0
MENLO,3418,G100.80025,.3-100,0
MENLO,3420,G100.80028,.4-100,0
MENLO,3422,G100.80031,.5-100,0
MENLO,3423,G100.80034,.6-100,0
MENLO,3425,G100.80037,.8-100,0
MENLO,3428,G100.80039,.10-100,0
MENLO,3430,G100.80041,.12-100,0
MENLO,3398,85112,"8,00",0
MENLO,3399,85113,"9,00",0
MENLO,,.02991,"1,5x3 - 6°",0
MENLO,2600,.02992,2x3 - 6°,0
MENLO,2602,.02997,4x6 - 6°,0
MENLO,2610,.03012,2x3 - 10°,0
MENLO,,.03015,2x6 - 10°,0
MENLO,2612,.03017,4x6 - 10°,0
MENLO,,.03031,"1,5x3 - 14°",0
MENLO,2620,.03032,2x3 - 14°,0
MENLO,,.03035,2x6 - 14°,0
MENLO,2622,.03037,4x6 - 14°,0
MENLO,,.03051,"1,5x3 - 20°",0
MENLO,2630,.03052,2x3 - 20°,0
MENLO,,.03055,2x6 - 20°,0
MENLO,2632,.03057,4x6 - 20°,0
MENLO,3040,30102-SA-41M,CP-1M,0
MENLO,3041,30112-SA-42M,"CP-1,5M",0
MENLO,3042,30122-SA-43M,CP-2(1)M,0
MENLO,3043,60132-SA-11M,CP-2M,0
MENLO,3044,60142-SA-14M,CP-3M,0
MENLO,3046,60162-SA-1M,CP-4M,0
MENLO,3049,60192-SA-2M,CP-5M,0
MENLO,3050,60202-SA-3M,CP-6M,0
MENLO,3052,60222-SA-5M,CP-8M,0
MENLO,3053,60232-SA-6M,CP-10M,0
MENLO,3055,60252-SA-7M,CP-12(2)M,0
MENLO,3056,60262-SA-9M,CP-16M,0
MENLO,3057,93102-SB-41M,CP-1MEC,0
MENLO,3058,93112-SB-42M,CP-1.5MEC,0
MENLO,3059,93122-SB-43M,CP-2(1)MEC,0
MENLO,3060,96132-SB-11M,CP-2MEC,0
MENLO,3061,96142-SB-14M,CP-3MEC,0
MENLO,3062,96162-SB-1M,CP-4MEC,0
MENLO,3063,96192-SB-2M,CP-5MEC,0
MENLO,3064,96202-SB-3M,CP-6MEC,0
MENLO,3066,96222-SB-5M,CP-8MEC,0
MENLO,3067,96232-SB-6M,CP-10MEC,0
MENLO,3068,96252-SB-7M,CP-12(2)MEC,0
MENLO,3069,96262-SB-9M,CP-16MEC,0
MENLO,3190,30272-SC-41M,"CR-1,5",0
MENLO,3191,30282-SC-42M,CR-2(1),0
MENLO,3192,60292-SC-11M,CR-2,0
MENLO,3193,60302-SC-14M,CR-3,0
MENLO,3195,B1825,CR-4,0
MENLO,3197,60342-SC-2M,CR-5,0
MENLO,3198,60352-SC-3M,CR-6,0
MENLO,3200,60372-SC-5M,CR-8,0
MENLO,3201,60382-SC-6M,CR-10,0
MENLO,3202,60392-SC-7M,CR-12,0
MENLO,3211,30412-SF-41M,TR-2(2),0
MENLO,3212,60422-SF-11M,TR-2,0
MENLO,3214,60442-SF-1M,TR-4,0
MENLO,3216,60462-SF-3M,TR-6,0
MENLO,3218,60482-SF-5M,TR-8(2),0
MENLO,3219,60492-SF-6M,TR-10,0
MENLO,3222,60512-SF-14M,TR-12(2),0
MENLO,3231,30542-SG-43M,TP-2(2),0
MENLO,3233,20172-SG-53M,TP-3(2),0
MENLO,3234,60572-SG-1M,TP-4,0
MENLO,3235,30582-SG-51M,TP-4(1),0
MENLO,3236,60592-SG-2M,TP-5,0
MENLO,3237,60602-SG-3M,TP-6,0
MENLO,3239,60622-SG-5M,TP-8(2),0
MENLO,3240,60632-SG-6M,TP-10,0
MENLO,3242,60652-SG-15M,TP-12(2),0
MENLO,3250,30662-SE-41M,OV-2(1),0
MENLO,3252,60682-SE-1M,OV-4,0
MENLO,3254,60702-SE-3M,OV-6,0
MENLO,3255,60712-SE-5M,OV-8,0
MENLO,3256,60722-SE-6M,OV-10,0
MENLO,3257,60732-SE-7M,OV-12,0
MENLO,3270,30742-SD-41M,"B-1,5",0
MENLO,3271,30752-SD-42M,B-2(1),0
MENLO,3273,60772-SD-14M,B-3,0
MENLO,3275,60792-SD-1M,B-4,0
MENLO,3277,60812-SD-2M,B-5,0
MENLO,3278,60822-SD-3M,B-6,0
MENLO,3279,76832-SD-4M,B-7,0
MENLO,3280,60832-SD-5M,B-8,0
MENLO,3281,60842-SD-6M,B-10,0
MENLO,3282,60852-SD-7M,B-12,0
MENLO,3283,60862-SD-9M,B-16,0
MENLO,3341,31142-SN-42M,IC-2(1),0
MENLO,3343,61162-SN-1M,IC-4,0
MENLO,3345,76182-SN-2M,IC-6,0
MENLO,3346,61182-SN-3M,IC-8,0
MENLO,3347,61192-SN-5M,IC-10,0
MENLO,3348,61202-SN-8M,IC-12,0
MENLO,3360,31022-SM-41M,CO-2(1),0
MENLO,3361,31032-SM-42M,CO-2(2),0
MENLO,3364,61062-SM-1M,CO-4(1),0
MENLO,3365,61072-SM-2M,CO-4(2),0
MENLO,3367,31092-SM-51M,CO-4(4),0
MENLO,3368,61102-SM-4M,CO-6,0
MENLO,3369,61112-SM-5M,CO-8,0
MENLO,3370,61122-SM-6M,CO-10,0
MENLO,3300,30872-SL-41M,T-2(1),0
MENLO,3301,30882-SL-42M,T-2(2),0
MENLO,3303,60902-SL-1M,T-4,0
MENLO,3304,60912-SL-2M,T-5,0
MENLO,3305,60922-SL-3M,T-6,0
MENLO,3306,60932-SL-4M,T-8,0
MENLO,3307,60942-SL-6M,T-10,0
MENLO,3308,60952-SL-7M,T-12,0
MENLO,3320,30962-SH-41M,F-2(1),0
MENLO,3322,76982-SH-1M,F-4,0
MENLO,3323,60982-SH-2M,F-5,0
MENLO,3324,60992-SH-5M,F-8,0
MENLO,3325,61002-SH-6M,F-10,0
MENLO,3326,61012-SH-7M,F-12,0
MENLO,3173,.01334-SJ-3,3/8X60°,0
MENLO,3174,.01335-SJ-5,1/2X60°,0
MENLO,3175,.01336-SJ-6,5/8X60°,0
MENLO,3176,.01337-SJ-7,3/4X60°,0
MENLO,3177,.01338-SJ-9,1X60°,0
MENLO,3113,.01354- SK-3,3/8X90°,0
MENLO,3114,.01355-SK-5,1/2X90°,0
MENLO,3115,.01356-SK-6,5/8X90°,0
MENLO,3116,.01357-SK-7,3/4X90°,0
MENLO,3117,.01358-SK-9,1X90°,0
MENLO,2190,7504,"10 x 1,6mm",0
MENLO,2191,7594,15 x 5mm,0
MENLO,2193,7592,19 x 6mm,0
MENLO,2200,7596,25 x6mm,0
MENLO,2201,7591,19 x10mm,0
MENLO,2202,7593,25 x 3mm,0
MENLO,2203,7590,25 x 6mm,0
MENLO,2204,7597,38 x 6mm,0
H.K.PORTER,4100,1490 AC,Mgo Alumin. 1.36k,0
H.K.PORTER,4101,0090 AC,Mgo Alumin. 2.04k,0
H.K.PORTER,4102,0190 AC,Mgo Alumin. 3.72k,0
H.K.PORTER,4105,0290 MC,Mgo Tubular  4k,0
H.K.PORTER,4106,0390 MC,Mgo Tubular  6k,0
H.K.PORTER,4107,0590 MC,Mgo Tubular  8k,0
H.K.PORTER,4110,1413 AC,Cuchill.Rpto 1490AC,0
H.K.PORTER,4111,0013 AC,Cuchill.Rpto 0090AC,0
H.K.PORTER,4112,0113 AC,Cuchill.Rpto 0190AC,0
H.K.PORTER,4115,0213 C,Cuchill.Rpto 0290MC,0
H.K.PORTER,4116,0313 C,Cuchill.Rpto 0390MC,0
H.K.PORTER,4117,0513 C,Cuchill.Rpto 0590MC,0
H.K.PORTER,4092,0290 FCS,p/Alumin.y Cobr. 2k,0
H.K.PORTER,4093,0390 FCS,p/Alumin.y Cobr. 3k,0
H.K.PORTER,4097,0890 CSJ,p/Alumin.y Cobr. 454gr.,0
H.K.PORTER,4095,0290 FHJ,"p/Acero  2,2k",0
H.K.PORTER,4098,0690TN,p/Acero  280gr.,0
PROSNIP,20961,2073 111,TIJERAS,0
PROSNIP,20962,2073 112,de  Aviación,0
PRYOR,23000,PP10010,"1,00mm OFERTA 20 %",0
PRYOR,23001,PP10015,"1,50mm OFERTA 20 %",0
PRYOR,23015,PP27010,"1,00mm OFERTA 20 %",0
PRYOR,23016,PP27015,"1,50mm OFERTA 20 %",0
PRYOR,23017,PP27020,"2,00mm OFERTA 20 %",0
PRYOR,23018,PP27025,"2,50mm OFERTA 20 %",0
PRYOR,23020,PP27040,"4,00mm OFERTA 20 %",0
PRYOR,23025,PP27125,"12,50mm OFERTA 20 %",0
PRYOR,23030,PR10015,"1,50mm OFERTA 20 %",0
PRYOR,23031,PR10020,"2,00mm OFERTA 20 %",0
PRYOR,23033,PR10040,"4,00mm OFERTA 20 %",0
PRYOR,23034,PR10050,"5,00mm OFERTA 20 %",0
PRYOR,23035,PR10060,"6,00mm OFERTA 20 %",0
PRYOR,23040,PR27015,"1,50mm OFERTA 20 %",0
PRYOR,23041,PR27020,"2,00mm OFERTA 20 %",0
PRYOR,23042,PR27030,"3,00mm OFERTA 20 %",0
PRYOR,23043,PR27040,"4,00mm OFERTA 20 %",0
PRYOR,23044,PR27050,"5,00mm OFERTA 20 %",0
PRYOR,23045,PR27060,"6,00mm OFERTA 20 %",0
PRYOR,23052,TPF020,"2,00mm OFERTA 20 %",0
PRYOR,23055,TPF040,"4,00mm OFERTA 20 %",0
PRYOR,23056,TPF050,"5,00mm OFERTA 20 %",0
PRYOR,23057,H32020,OFERTA 20 %,0
PRYOR,23058,H635029,OFERTA 20 %,0
PRYOR,23059,H8039,OFERTA 20 %,0
IRWIN,21200,,"1964717 Prensa QUICK GRIP 6""",0
IRWIN,21202,,"1964718 Prensa QUICK GRIP 12""",0
IRWIN,21204,,"1964719 Prensa QUICK GRIP 18""",0
IRWIN,21206,,"1964720 Prensa QUICK GRIP 24""",0
IRWIN,21208,,"1964741 Prensa QUICK GRIP 36""",0
IRWIN,21214,,"58100 Prensa Quick-Grip de resina de 1""",0
IRWIN,21216,,"58200 Prensa Quick-Grip de resina de 2""",0
IRWIN,21218,,"58300 Prensa Quick-Grip de resina de 3""",0
IRWIN,21232,,"59100CD Prensa autoajustable 1-1/2""",0
IRWIN,21233,,"59200CD Prensa autoajustable 2""",0
IRWIN,21234,,"59400CD Prensa autoajustable 4""",0
IRWIN,20908,,302L3 Alicate de Presion 7R,0
IRWIN,20909,,102L3 Alicate de Presion 10R,0
IRWIN,20900,,1002L3 Alicate de Presion 4WR,0
IRWIN,20903,,502L3 Alicate de Presion 10WR,0
IRWIN,20902,,702L3 Alicate de Presion 7WR,0
IRWIN,20901,,902L3 Alicate de Presion 5WR,0
IRWIN,20912,,1402L3 Alicate de Presion 6LN,0
IRWIN,20913,,1502L3 Alicate de Presion 9LN,0
IRWIN,20911,,1602L3 Alicate de Presion 4LN,0
IRWIN,20927,,"19 Alicate de Presion Tipo ""C"" 11R",0
IRWIN,20932,,"20 Alicate de Presion Tipo ""C""  Giratoria 11 SP",0
IRWIN,20938,,23 Alicate de Presion para Lamina  8R,0
IRWIN,20919,,"12L3 7"" / 175mm",0
IRWIN,20936,,"25ZR 4"" / 100mm",0
IRWIN,20942,,"27ZR 6"" / 150mm",0
IRWIN,20917,,"9 BN 9"" / 225mm",0
IRWIN,20940,,"251- 9 AC 9"" / 225mm",0
IRWIN,20929,,"24 R 24"" / 605mm",0
IRWIN,20934,,"24 SP 24"" / 605mm",0
IRWIN,20921,,08 - 4 LW* 08 - 4 LW*,0
IRWIN,20922,,04 - 7 LW* 04 - 7 LW*,0
IRWIN,20923,,02 - 10 LW* 02 - 10 LW*,0
IRWIN,22156,IW5615,Cortador de Piso IRWIN 750H 50CM CX UN,0
IRWIN,22157,IW5617,Cortador de Piso IRWIN 775H 75CM CX UN,0
IRWIN,22160,IW1682,Pastilla de Reposicion para Cortadora de Piso,0
IRWIN,22158,IW9640,Cortador de Piso IRWIN 790H 90CM CX UN,0
IRWIN,22159,891925,Cortador de Piso IRWIN 7110H 110CM CX UN,0
IRWIN,21250,14011,"5-1/2""/140mm Z 24 OFERTA 20 %",0
IRWIN,21251,15020,"6-1/2""/165mm Z 18 OFERTA 20 %",0
IRWIN,21252,15120,"6-1/2""/165mm Z 24 OFERTA 20 %",0
IRWIN,21261,15702,"7-1/4""/184mm Z 6 OFERTA 20 %",0
IRWIN,21253,15440-55840,"7-1/4""/184mm Z 14 OFERTA 20 %",0
IRWIN,21262,15180,"8,1/4""/30mm- Z 24 OFERTA 20 %",0
IRWIN,21264,15181,"8,1/4""/30mm-Z 40 OFERTA 20 %",0
IRWIN,21266,15182,"8,1/4""/30mm- Z 60 OFERTA 20 %",0
IRWIN,21268,15184,"9""/229mm OFERTA 20 %",0
IRWIN,21283,15193,"14""/300mm Z 60 OFERTA 20 %",0
IRWIN,21284,15194,"14""/300mm Z 80 OFERTA 20 %",0
IRWIN,21286,15196,"16""/300mm Z 60 OFERTA 20 %",0
IRWIN,21287,15197,"16""/300mm Z 84 OFERTA 20 %",0
HANSON,16597,7121,7121,0
HANSON,16598,7123,7123,0
HANSON,16599,7124,7124,0
HANSON,18470,93811,6925,0
HANSON,18471,93813,6931,0
HANSON,18472,93815,6930,0
HANSON,18473,93817,6935,0
HANSON,18964,93337,60620,0
HANSON,18965,93339,60622,0
HANSON,18966,93340,60624,0
HANSON,18967,93341,60626,0
HANSON,18968,93342,60628,0
HANSON,18969,93343,60630,0
HANSON,18970,93344,60632,0
HANSON,18971,93345,60634,0
HANSON,18972,93346,60636,0
HANSON,18973,93347,60638,0
HANSON,18975,93356,60640,0
HANSON,18976,93357,60642,0
HANSON,18977,93358,60644,0
HANSON,18978,93359,60646,0
HANSON,18979,93360,60648,0
HANSON,18980,93361,60650,0
HANSON,18981,93362,60652,0
HANSON,18982,93363,60654,0
HANSON,18983,93364,60656,0
HANSON,18984,93365,60658,0
HANSON,18986,93375,60660,0
HANSON,18988,93367,60666,0
HANSON,18990,93369,60670,0
HANSON,18991,93370,60672,0
HANSON,18992,93371,60674,0
HANSON,18993,93372,60676,0
HANSON,18994,93373,60678,0
HANSON,19000,92005,60002,0
HANSON,19001,92011,60008,0
HANSON,19002,92019,60020,0
HANSON,19003,92025,60006,0
HANSON,19004,92027,60014,0
HANSON,19005,92039,60016,0
HANSON,19006,92045,60018,0
HANSON,19010,92007,60024,0
HANSON,19011,92047,60026,0
HANSON,19017,,60022,0
HANSON,19022,92073,60050,0
HANSON,19023,92075,60052,0
HANSON,19024,92077,60054,0
HANSON,19025,92079,60056,0
HANSON,19028,92595,60780,0
HANSON,19030,93003,60100,0
HANSON,19031,93007 ZR,60102,0
HANSON,19032,93011,60110,0
HANSON,19033,93013,60112,0
HANSON,19035,93017,60114,0
HANSON,19036,93019,60116,0
HANSON,19037,93021,60118,0
HANSON,19038,93481,60784,0
HANSON,19039,,60786,0
HANSON,19040,93023,60120,0
HANSON,19041,93025,60122,0
HANSON,19042,93029,60124,0
HANSON,19045,93063,60126,0
HANSON,19046,93067,60128,0
HANSON,19047,93069,60130,0
HANSON,19052,,60108,0
HANSON,19055,,60170,0
HANSON,19056,,60172,0
HANSON,19060,,60176,0
HANSON,19061,,60178,0
HANSON,19065,,60182,0
HANSON,19066,,60184,0
HANSON,19067,,60186,0
HANSON,19071,92107,60202,0
HANSON,19072,92111,60204,0
HANSON,19073,92113,60206,0
HANSON,19074,92115,60208,0
HANSON,19075,92135,60210,0
HANSON,19076,92139,60212,0
HANSON,19077,92141,60214,0
HANSON,19078,92143,60216,0
HANSON,19079,92145,60218,0
HANSON,19080,92147,60220,0
HANSON,19084,92165,60250,0
HANSON,19085,92169,60252,0
HANSON,19086,92171,60254,0
HANSON,19087,92173,60256,0
HANSON,19088,92175,60260,0
HANSON,19089,92177,60262,0
HANSON,19092,93103,60404,0
HANSON,19093,93105,60406,0
HANSON,19094,93107,60410,0
HANSON,19095,93109,60412,0
HANSON,19096,93111,60414,0
HANSON,19097,93113,60416,0
HANSON,19098,93115,60418,0
HANSON,19100,93123,60420,0
HANSON,19101,93125,60422,0
HANSON,19102,93127,60424,0
HANSON,19103,93129,60426,0
HANSON,19104,93131,60428,0
HANSON,19105,93133,60430,0
HANSON,19106,93135,60432,0
HANSON,19110,93139,60438,0
HANSON,19111,93141,60440,0
HANSON,19112,93143,60444,0
HANSON,19113,93145,60446,0
HANSON,19114,93147,60448,0
HANSON,19115,93149,60450,0
HANSON,19116,93151,60452,0
HANSON,19120,93157,60458,0
HANSON,19121,93159,60460,0
HANSON,19122,93161,60462,0
HANSON,19123,93163,60464,0
HANSON,19124,93165,60466,0
HANSON,19125,93167,60468,0
HANSON,19136,,60480,0
HANSON,19137,93191,60481,0
HANSON,19138,,60482,0
HANSON,19139,,60483,0
HANSON,19140,93195,60484,0
HANSON,19141,,60485,0
HANSON,19142,,60486,0
HANSON,19145,92306,60500,0
HANSON,19146,92309,60502,0
HANSON,19147,92312,60504,0
HANSON,19148,92315,60506,0
HANSON,19149,92318,60508,0
HANSON,19150,92321,60510,0
HANSON,19151,92324,60512,0
HANSON,19152,92327,60514,0
HANSON,19153,92330,60516,0
HANSON,19154,92333,60518,0
HANSON,19155,92336,60520,0
HANSON,19158,92361,60560,0
HANSON,19159,92365,60562,0
HANSON,19160,92369,60564,0
HANSON,19161,92377,60566,0
HANSON,19162,92381,60568,0
HANSON,19165,92320,60530,0
HANSON,19166,92323,60532,0
HANSON,19167,92326,60534,0
HANSON,19168,92329,60536,0
HANSON,19169,92332,60538,0
HANSON,19170,92335,60540,0
HANSON,19171,92338,60542,0
HANSON,19175,,60570,0
HANSON,19176,,60572,0
HANSON,19177,,60574,0
HANSON,19235,92083,60700,0
HANSON,19236,92085,60702,0
HANSON,19237,92087,60708,0
HANSON,19248,93073,60720,0
HANSON,19249,93077,60722,0
HANSON,19250,93079,60724,0
HANSON,19253,93030,60726,0
HANSON,19255,93032,60730,0
HANSON,19258,93036,60732,0
HANSON,19259,93037,60734,0
HANSON,19260,93038,60736,0
