marca,codigo_interno,codigo_fabrica,nombre,stock
HANSON,19262,92403,60800,0
HANSON,19263,92411,60802,0
HANSON,19264,92415,60804,0
HANSON,19265,92419,60806,0
HANSON,19266,92423,60808,0
HANSON,19267,92427,60810,0
HANSON,19268,92431,60812,0
HANSON,19270,92443,60816,0
HANSON,19271,92451,60818,0
HANSON,19272,92467,60820,0
HANSON,19273,92483,60822,0
HANSON,19274,92507,60830,0
HANSON,19275,92509,60832,0
HANSON,19276,92511,60834,0
HANSON,19277,92513,60836,0
HANSON,19278,92515,60838,0
HANSON,19279,92517,60840,0
HANSON,19282,92489,60850,0
HANSON,19284,92493,60854,0
HANSON,19285,92495,60855,0
HANSON,19286,92497,60856,0
HANSON,19287,92499,60858,0
HANSON,19288,92525,60860,0
HANSON,19289,92527,60862,0
HANSON,19290,92529,60864,0
HANSON,19291,92531,60866,0
HANSON,19292,92533,60868,0
HANSON,19295,93403,60900,0
HANSON,19297,93407,60904,0
HANSON,19298,93409,60906,0
HANSON,19299,93411,60908,0
HANSON,19302,93419,60914,0
HANSON,19303,93423,60916,0
HANSON,19304,93427,60918,0
HANSON,19308,93711,61200,0
HANSON,19309,93717,61203,0
HANSON,19310,,61215,0
HANSON,19313,93729,61206,0
HANSON,19314,93731,61208,0
HANSON,19315,93733,61210,0
HANSON,19318,93712,61222,0
HANSON,19319,93718,61223,0
HANSON,19323,93730,61226,0
HANSON,19324,93732,61228,0
HANSON,19325,93734,61230,0
HANSON,19326,93736,61232,0
HANSON,19336,,61240,0
HANSON,19337,,61242,0
HANSON,19339,,61244,0
HANSON,19340,,61246,0
HANSON,19342,94211,61640=61650,0
HANSON,19343,94215,61642,0
HANSON,19344,94231,61644,0
HANSON,19345,94251,61646,0
HANSON,19346,94271,61648,0
HANSON,19348,94311,61600,0
HANSON,19350,94331,61602,0
HANSON,19351,94335,61610,0
HANSON,19352,94351,61604,0
HANSON,19353,94355,61612,0
HANSON,19354,94371,61606,0
HANSON,19357,94212,61650,0
HANSON,19358,94216,61658,0
HANSON,19359,94232,61652,0
HANSON,19360,94252,61654,0
HANSON,19361,94272,61656,0
HANSON,19362,94202,61690,0
HANSON,19363,94204 ZR,61692,0
HANSON,19364,94206,61694,0
HANSON,19366,94312,61620,0
HANSON,19367,94316,61628,0
HANSON,19368,94332,61622,0
HANSON,19369,94336,61630,0
HANSON,19370,94352,61624,0
HANSON,19371,94356,61632,0
HANSON,19372,-------,61626,0
HANSON,19376,94131,61672,0
HANSON,19378,94171,61676,0
HANSON,19380,94112 ZR,61660,0
HANSON,19383,94172,61666,0
HANSON,19390,93755,61300,0
HANSON,19391,93758,61302,0
HANSON,19392,93763,61303,0
HANSON,19393,93771,61304,0
HANSON,19394,93776,61306,0
HANSON,19395,93779,61308,0
HANSON,19396,93756,61350,0
HANSON,19397,93761,61352,0
HANSON,19398,93765,61353,0
HANSON,19399,93773,61354,0
HANSON,19400,93775,61355,0
HANSON,19401,93777,61356,0
HANSON,19410,93782,61500,0
HANSON,19411,93784,61502,0
HANSON,19412,93787,61503,0
HANSON,19413,93790,61504,0
HANSON,19414,93793,61506,0
HANSON,19417,93795,61552,0
HANSON,19418,93797,61553,0
HANSON,19419,93799,61554,0
HANSON,19529,93781,61400,0
HANSON,19530,93783,61402,0
HANSON,19531,93786,61403,0
HANSON,19532,93789,61404,0
HANSON,19533,-------,61405,0
HANSON,19534,93792,61406,0
HANSON,19535,-------,61408,0
TWILL,21300,40224,.1/16 OFERTA 20 %,0
TWILL,21301,40225,.5/64 OFERTA 20 %,0
TWILL,21302,40226,.3/32 OFERTA 20 %,0
TWILL,21306,40234,.7/32 OFERTA 20 %,0
TWILL,21308,40240,.5/16 OFERTA 20 %,0
TWILL,21309,40244,.3/8 OFERTA 20 %,0
TWILL,21310,40248,.7/16 OFERTA 20 %,0
TWILL,21312,40256,.9/16 OFERTA 20 %,0
TWILL,21313,40260,.5/8 OFERTA 20 %,0
TWILL,21550,41061,"1,50mm OFERTA 20 %",0
TWILL,21553,41072,"2,25mm OFERTA 20 %",0
TWILL,21559,41093,"3,75mm OFERTA 20 %",0
TWILL,21563,41105,"4,75mm OFERTA 20 %",0
TWILL,21567,41117,"5,75mm OFERTA 20 %",0
TWILL,21569,41123,"6,25mm OFERTA 20 %",0
TWILL,21571,41129,"6,75mm OFERTA 20 %",0
TWILL,21573,41135,"7,25mm OFERTA 20 %",0
TWILL,21574,41138,"7,50mm OFERTA 20 %",0
TWILL,21575,41141,"7,75mm OFERTA 20 %",0
TWILL,21577,41147,"8,25mm OFERTA 20 %",0
TWILL,21578,41150,"8,50mm OFERTA 20 %",0
TWILL,21579,41153,"8,75mm OFERTA 20 %",0
TWILL,21580,41156,"9,00mm OFERTA 20 %",0
TWILL,21581,41159,"9,25mm OFERTA 20 %",0
TWILL,21582,41161,"9,50mm OFERTA 20 %",0
TWILL,21583,41164,"9,75mm OFERTA 20 %",0
TWILL,21586,41173,"10,50mm OFERTA 20 %",0
TWILL,21588,41178,"11,00mm OFERTA 20 %",0
TWILL,21590,41184,"11,50mm OFERTA 20 %",0
TWILL,21592,41190,"12,00mm OFERTA 20 %",0
TWILL,21594,41192,"12,50mm OFERTA 20 %",0
TWILL,21596,41194,"13,00mm OFERTA 20 %",0
TWILL,21880,41880,3mm OFERTA 20 %,0
TWILL,21883,41886,6mm OFERTA 20 %,0
TWILL,21886,41892,9mm OFERTA 20 %,0
TWILL,21888,41896,11mm OFERTA 20 %,0
TWILL,21889,41898,12mm OFERTA 20 %,0
TWILL,21890,41900,13mm OFERTA 20 %,0
TWILL,21611,41964,"10,25mm OFERTA 20 %",0
TWILL,21613,41970,"10,75mm OFERTA 20 %",0
TWILL,21614,41973,"11,00mm OFERTA 20 %",0
TWILL,21615,41976,"11,25mm OFERTA 20 %",0
TWILL,21616,41979,"11,50mm OFERTA 20 %",0
TWILL,21617,41982,"11,75mm OFERTA 20 %",0
TWILL,21618,41985,"12,00mm OFERTA 20 %",0
TWILL,21619,41989,"12,25mm OFERTA 20 %",0
TWILL,21623,42000,"13,25mm OFERTA 20 %",0
TWILL,21625,42006,"13,75mm OFERTA 20 %",0
TWILL,21629,42018,"14,75mm OFERTA 20 %",0
TWILL,21631,42024,"15,25mm OFERTA 20 %",0
TWILL,21632,42027,"15,50mm OFERTA 20 %",0
TWILL,21633,42030,"15,75mm OFERTA 20 %",0
TWILL,21637,42042,"16,75mm OFERTA 20 %",0
TWILL,21639,42048,"17,25mm OFERTA 20 %",0
TWILL,21641,42054,"17,75mm OFERTA 20 %",0
TWILL,21643,42060,"18,25mm OFERTA 20 %",0
TWILL,21644,42063,"18,50mm OFERTA 20 %",0
TWILL,21645,42066,"18,75mm OFERTA 20 %",0
TWILL,21649,42078,"19,75mm OFERTA 20 %",0
TWILL,21653,42090,"20,75mm OFERTA 20 %",0
TWILL,21655,42096,"21,25mm OFERTA 20 %",0
TWILL,21656,42099,"21,50mm OFERTA 20 %",0
TWILL,21661,42108,"22,75mm OFERTA 20 %",0
TWILL,21663,42110,"23,25mm OFERTA 20 %",0
TWILL,21665,42112,"23,75mm OFERTA 20 %",0
TWILL,21667,42114,"24,25mm OFERTA 20 %",0
TWILL,21673,42120,"25,75mm OFERTA 20 %",0
TWILL,21675,42122,"26,25mm OFERTA 20 %",0
TWILL,21677,42124,"26,75mm OFERTA 20 %",0
TWILL,21680,42127,"27,50mm OFERTA 20 %",0
TWILL,21681,42128,"27,75mm OFERTA 20 %",0
TWILL,21685,42132,"28,75mm OFERTA 20 %",0
TWILL,21687,42134,"29,25mm OFERTA 20 %",0
TWILL,21688,42135,"29,50mm OFERTA 20 %",0
TWILL,21689,42136,"29,75mm OFERTA 20 %",0
TWILL,21699,42147,"32,50mm OFERTA 20 %",0
TWILL,21700,42149,"33,00mm OFERTA 20 %",0
TWILL,21701,42150,"33,50mm OFERTA 20 %",0
TWILL,21703,42152,"34,50mm OFERTA 20 %",0
TWILL,21705,42154,"35,50mm OFERTA 20 %",0
TWILL,21706,42155,"36,00mm OFERTA 20 %",0
TWILL,21707,42156,"36,50mm OFERTA 20 %",0
TWILL,21708,42157,"37,00mm OFERTA 20 %",0
TWILL,21709,42158,"37,50mm OFERTA 20 %",0
TWILL,21711,42160,"38,50mm OFERTA 20 %",0
TWILL,21712,42161,"39,00mm OFERTA 20 %",0
TWILL,21715,42164,"40,50mm OFERTA 20 %",0
TWILL,21717,42166,"41,50mm OFERTA 20 %",0
TWILL,21718,42167,"42,00mm OFERTA 20 %",0
TWILL,21719,42168,"42,50mm OFERTA 20 %",0
TWILL,21720,42169,"43,00mm OFERTA 20 %",0
TWILL,21721,42170,"43,50mm OFERTA 20 %",0
TWILL,21725,42174,"45,50mm OFERTA 20 %",0
TWILL,21726,42175,"46,00mm OFERTA 20 %",0
TWILL,21729,42181,"49,00mm OFERTA 20 %",0
TWILL,21790,42721,"1,00x3,15mm OFERTA 20 %",0
TWILL,21791,42722,"1,25x3,15mm OFERTA 20 %",0
TWILL,21792,42723,"1,60x4,00mm OFERTA 20 %",0
TWILL,21798,42729,"6,30x16,00mm OFERTA 20 %",0
TWILL,21799,42730,"8,00x20,00mm OFERTA 20 %",0
TWILL,21800,42731,"10,00  x25mm OFERTA 20 %",0
TWILL,21736,37932,"4,00mm OFERTA 20 %",0
TWILL,21740,37944,"12,00mm OFERTA 20 %",0
TWILL,21764,38040,"17,00mm OFERTA 20 %",0
TWILL,21769,38047,"24,00mm OFERTA 20 %",0
NICHOLSON,3550,05652,"Bastarda 4""/ 114mm BRASIL SUELTAS",0
NICHOLSON,3551,05675,"2° Corte  4""/ 114mm BRASIL SUELTAS",0
NICHOLSON,3552,05698,"Fina       4""/ 114mm BRASIL SUELTAS",0
NICHOLSON,3555,05738,"Bastarda 6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3556,05771,"2° Corte  6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3557,05804,"Fina       6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3560,05853,"Bastarda 8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3561,05886,"2° Corte  8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3562,05919,"Fina       8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3565,05968,"Bastarda 10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3566,06001,"2° Corte  10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3567,06034,"Fina       10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3570,06084,"Bastarda 12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3571,06117,"2° Corte  12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3572,06150,"Fina       12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3581,11559,"2° Corte  4""/ 101mm BRASIL SUELTAS",0
NICHOLSON,3582,11592,"Fina       4""/ 101mm BRASIL SUELTAS",0
NICHOLSON,3585,11716,"Bastarda 6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3586,11748,"2° Corte  6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3587,11781,"Fina       6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3590,11904,"Bastarda 8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3591,11936,"2° Corte  8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3592,11969,"Fina       8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3595,12019,"Bastarda 10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3596,12051,"2° Corte  10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3597,12084,"Fina       10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3600,12134,"Bastarda 12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3601,12166,"2° Corte  12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3602,12199,"Fina       12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3605,12248,"Bastarda 14""/ 356mm BRASIL SUELTAS",0
NICHOLSON,3660,06711,"Bastarda 4""/ 114mm BRASIL SUELTAS",0
NICHOLSON,3662,06773,"Fina       4""/ 114mm BRASIL SUELTAS",0
NICHOLSON,3665,06804,"Bastarda 6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3666,06836,"2° Corte  6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3667,06867,"Fina       6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3670,06898,"Bastarda 8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3671,06930,"2° Corte  8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3672,06961,"Fina       8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3675,06992,"Bastarda 10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3676,07023,"2° Corte  10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3677,07054,"Fina       10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3690,04695,"Bastarda 4""/ 114mm BRASIL SUELTAS",0
NICHOLSON,3691,04729,"2° Corte  4""/ 114mm BRASIL SUELTAS",0
NICHOLSON,3692,04762,"Fina       4""/ 114mm BRASIL SUELTAS",0
NICHOLSON,3695,04795,"Bastarda 6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3696,04828,"2° Corte  6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3697,04861,"Fina       6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3700,04896,"Bastarda 8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3701,04927,"2° Corte  8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3702,04960,"Fina       8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3705,04995,"Bastarda 10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3706,05026,"2° Corte  10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3707,05059,"Fina       10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3710,05094,"Bastarda 12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3711,05125,"2° Corte  12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3712,05158,"Fina       12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3716,05225,"2° Corte  14""/ 356mm BRASIL SUELTAS",0
NICHOLSON,3717,05258,"Fina       14""/ 356mm BRASIL SUELTAS",0
NICHOLSON,3610,12790,"Bastarda 4""/ 101mm BRASIL SUELTAS",0
NICHOLSON,3611,12824,"2° Corte  4""/ 101mm BRASIL SUELTAS",0
NICHOLSON,3612,12857,"Fina       4""/ 101mm BRASIL SUELTAS",0
NICHOLSON,3615,12967,"Bastarda 6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3616,13000,"2° Corte  6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3617,13033,"Fina       6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3620,13081,"Bastarda 8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3621,13114,"2° Corte  8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3622,13147,"Fina       8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3625,13196,"Bastarda 10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3626,13229,"2° Corte  10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3627,13262,"Fina       10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3630,13310,"Bastarda 12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3631,13343,"2° Corte  12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3632,13376,"Fina       12""/ 300mm BRASIL SUELTAS",0
NICHOLSON,3635,13425,"Bastarda 14""/ 356mm BRASIL SUELTAS",0
NICHOLSON,3642,15991,"Fina       6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3647,16102,"Fina       8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3650,16147,"Bastarda 10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3651,16180,"2° Corte  10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3652,16213,"Fina       10""/ 250mm BRASIL SUELTAS",0
NICHOLSON,3766,10165,"8""/2°Cte-1 Cto redond. BRASIL SUELTAS",0
NICHOLSON,3767,10225,"10""/2°Cte-1 Cto redond. BRASIL SUELTAS",0
NICHOLSON,3768,10260,"12""/2°Cte-1 Cto redond. BRASIL SUELTAS",0
NICHOLSON,3769,07657BC,"10""Bast-1 Cto redond. C/Cabo BRASIL SUELTAS",0
NICHOLSON,3770,07688N,"12""/Bast-1 Cto redond. BRASIL SUELTAS",0
NICHOLSON,3742,17615,"Unico corte 8""/200mm BRASIL SUELTAS",0
NICHOLSON,3746,17683,"Unico corte 10""/250mm BRASIL SUELTAS",0
NICHOLSON,3747,17751,"Unico corte 12""/300mm BRASIL SUELTAS",0
NICHOLSON,3751,19394,"Bastarda 8""/200mm BRASIL SUELTAS",0
NICHOLSON,3753,19460,"Bastarda 12""/300mm BRASIL SUELTAS",0
NICHOLSON,3780,13807,"6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3781,13841,"7""/ 178mm BRASIL SUELTAS",0
NICHOLSON,3782,13875,"8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3785,14106,"4""/ 101mm BRASIL SUELTAS",0
NICHOLSON,3786,14139,"4.1/2""/ 114mm BRASIL SUELTAS",0
NICHOLSON,3787,14162,"5""/ 127mm BRASIL SUELTAS",0
NICHOLSON,3788,14224,"6""/ 150mm BRASIL SUELTAS",0
NICHOLSON,3790,14255,"7""/ 178mm BRASIL SUELTAS",0
NICHOLSON,3789,14290,"8""/ 200mm BRASIL SUELTAS",0
NICHOLSON,3795,14547,"4""/ 101mm BRASIL SUELTAS",0
NICHOLSON,3796,14579,"4.1/2""/ 114mm BRASIL SUELTAS",0
NICHOLSON,3805,01611,"6"" x 5/32"" BRASIL SUELTAS",0
NICHOLSON,3806,01692 02228B,"8"" x 5/32"" BRASIL SUELTAS",0
NICHOLSON,3807,01755  0229B,"8"" x 3/16"" BRASIL SUELTAS",0
NICHOLSON,3808,01798,"8"" x 13/64"" BRASIL SUELTAS",0
NICHOLSON,3809,01878 02230B,"8"" x 7/32"" BRASIL SUELTAS",0
NICHOLSON,3810,01966,"8"" x 1/4"" BRASIL SUELTAS",0
NICHOLSON,3534,05738BC,"Bastarda 6""/ 150mm CON CABO BRASIL",0
NICHOLSON,3535,05771BC,"2° Corte  6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4603,05804BC,"Fina       6""/ 150mm CON CABO BRASIL",0
NICHOLSON,3536,05853BC,"Bastarda 8""/ 200mm CON CABO BRASIL",0
NICHOLSON,3537,05886BC,"2° Corte  8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4604,05919BC,"Fina       8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4605,05968BC,"Bastarda 10""/ 250mm CON CABO BRASIL",0
NICHOLSON,3538,06001BC,"2° Corte  10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4606,06034BC,"Fina       10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4612,11526BC,"Bastarda 4""/ 101mm CON CABO BRASIL",0
NICHOLSON,4613,11559BC,"2° Corte  4""/ 101mm CON CABO BRASIL",0
NICHOLSON,4614,11592BC,"Fina       4""/ 101mm CON CABO BRASIL",0
NICHOLSON,3539,11716BC,"Bastarda 6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4615,11748BC,"2° Corte  6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4616,11781BC,"Fina       6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4617,11904BC,"Bastarda 8""/ 200mm CON CABO BRASIL",0
NICHOLSON,3540,11936BC,"2° Corte  8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4618,11969BC,"Fina       8""/ 200mm CON CABO BRASIL",0
NICHOLSON,3541,12019BC,"Bastarda 10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4619,12051BC,"2° Corte  10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4620,12084BC,"Fina       10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4629,06711BC,"Bastarda 4""/ 114mm CON CABO BRASIL",0
NICHOLSON,4631,06773BC,"Fina       4""/ 114mm CON CABO BRASIL",0
NICHOLSON,4632,06804BC,"Bastarda 6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4634,06867BC,"Fina       6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4635,06898bc,"bastarda 8""/200mm CON CABO BRASIL",0
NICHOLSON,4636,06930BC,"2° Corte  8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4638,06992bc,"bastarda 10""/250mm CON CABO BRASIL",0
NICHOLSON,4637,06961BC,"Fina       8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4640,07054BC,"Fina       10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4642,04695BC,"Bastarda 4""/ 114mm CON CABO BRASIL",0
NICHOLSON,4643,04729BC,"2° Corte  4""/ 114mm CON CABO BRASIL",0
NICHOLSON,4644,04762BC,"Fina       4""/ 114mm CON CABO BRASIL",0
NICHOLSON,4645,04795bc,"bastarda 6""/150mm CON CABO BRASIL",0
NICHOLSON,3532,04828BC,"2° Corte  6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4646,04861BC,"Fina       6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4647,04896BC,"Bastarda 8""/ 200mm CON CABO BRASIL",0
NICHOLSON,3533,04927BC,"2° Corte  8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4648,04960BC,"Fina       8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4649,04995BC,"Bastarda 10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4650,05026BC,"2° Corte  10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4659,12790BC,"Bastarda 4""/ 101mm CON CABO BRASIL",0
NICHOLSON,4660,12824BC,"2° Corte  4""/ 101mm CON CABO BRASIL",0
NICHOLSON,4661,12857BC,"Fina       4""/ 101mm CON CABO BRASIL",0
NICHOLSON,4662,12967BC,"Bastarda 6""/ 150mm CON CABO BRASIL",0
NICHOLSON,3542,13000BC,"2° Corte  6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4663,13033BC,"Fina       6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4665,13081BC,"Bastarda 8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4666,13114BC,"2° Corte  8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4667,13147BC,"Fina       8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4668,13196BC,"Bastarda 10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4675,15925BC,"Bastarda 6""/ 150mm CON CABO BRASIL",0
NICHOLSON,4676,15991bc,"fina 6""/150mm CON CABO BRASIL",0
NICHOLSON,4678,16036BC,"Bastarda 8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4680,16102BC,"Fina       8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4681,16147BC,"Bastarda 10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4683,16213BC,"Fina       10""/ 250mm CON CABO BRASIL",0
NICHOLSON,4710,17615BC,"Unico corte 8""/200mm CON CABO BRASIL",0
NICHOLSON,4711,17683BC,"Unico corte 10""/250mm CON CABO BRASIL",0
NICHOLSON,4714,19394BC,"Bastarda 8""/200mm CON CABO BRASIL",0
NICHOLSON,4700,13807BC,"6""/ 150mm CON CABO BRASIL",0
NICHOLSON,3543,14106BC,"4""/ 101mm CON CABO BRASIL",0
NICHOLSON,3546,14139BC,"4.1/2""/ 114mm CON CABO BRASIL",0
NICHOLSON,3544,14162BC,"5""/ 127mm CON CABO BRASIL",0
NICHOLSON,3545,14224BC,"6""/ 150mm CON CABO BRASIL",0
NICHOLSON,3547,14255BC,"7""/ 178mm CON CABO BRASIL",0
NICHOLSON,3548,14290BC,"8""/ 200mm CON CABO BRASIL",0
NICHOLSON,4686,14547BC,"4""/ 101mm CON CABO BRASIL",0
NICHOLSON,4687,14579BC,"4.1/2""/ 114mm CON CABO BRASIL",0
NICHOLSON,4688,14599BC,"5""/ 127mm CON CABO BRASIL",0
NICHOLSON,3530,01755BC3,"8"" x 3/16"" CON CABO BRASIL",0
NICHOLSON,3531,01878BC3,"8"" x 7/32"" CON CABO BRASIL",0
NICHOLSON,3961,WC 12N,ESCOFINA-FORMON,0
NICHOLSON,3962,WC 34N,ESCOFINA-FORMON,0
NICHOLSON,3960,WC 1N,ESCOFINA-FORMON,0
NICHOLSON,5201,05675,"2° Corte  4""/ 114mm USA",0
NICHOLSON,5207,05804,"Fina       6""/ 150mm USA",0
NICHOLSON,5232,11592,"Fina       4""/ 101mm USA",0
NICHOLSON,5237,11781,"Fina       6""/ 150mm USA",0
NICHOLSON,5252,12199,"Fina       12""/ 300mm USA",0
NICHOLSON,5255,12248,"Bastarda 14""/ 356mm USA",0
NICHOLSON,5296,04828,"2° Corte  6""/ 150mm USA",0
NICHOLSON,5297,04861,"Fina       6""/ 150mm USA",0
NICHOLSON,5302,04960,"Fina       8""/ 200mm USA",0
NICHOLSON,5307,05059,"Fina       10""/ 250mm USA",0
NICHOLSON,5310,05158,"Fina       12""/ 300mm USA",0
NICHOLSON,5314,05258,"Fina       14""/ 356mm USA",0
NICHOLSON,5325,12967,"Bastarda 6""/ 150mm USA",0
NICHOLSON,5326,13000,"2° Corte  6""/ 150mm USA",0
NICHOLSON,5327,13033,"Fina       6""/ 150mm USA",0
NICHOLSON,5331,13114,"2° Corte  8""/ 200mm USA",0
NICHOLSON,5332,13147,"Fina       8""/ 200mm USA",0
NICHOLSON,5336,13229,"2° Corte  10""/ 250mm USA",0
NICHOLSON,5337,13262,"Fina       10""/ 250mm USA",0
NICHOLSON,5340,13310,"Bastarda 12""/ 300mm USA",0
NICHOLSON,5341,13343,"2° Corte  12""/ 300mm USA",0
NICHOLSON,5342,13376,"Fina       12""/ 300mm USA",0
NICHOLSON,5350,15925,"Bastarda 6""/ 150mm USA",0
NICHOLSON,5355,16036,"Bastarda 8""/ 200mm USA",0
NICHOLSON,5357,16102,"Fina       8""/ 200mm USA",0
NICHOLSON,5360,16147,"Bastarda 10""/ 250mm USA",0
NICHOLSON,5361,16180,"2° Corte  10""/ 250mm USA",0
NICHOLSON,5362,16213,"Fina       10""/ 250mm USA",0
